# Assembly name:  ARS-UCD1.2
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Isolate:  L1 Dominette 01449 registration number 42190680
# Sex:  female
# Taxid:          9913
# BioSample:      SAMN03145444
# BioProject:     PRJNA391427
# Submitter:      USDA ARS
# Date:           2018-04-11
# Synonyms:       bosTau9	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    NKLS02
# Assembly method: Falcon v. FEB-2016
# Expected final version: yes
# Excluded from RefSeq: contaminated
# Assembly anomaly: contaminated
# GenBank assembly accession: GCA_002263795.2
# RefSeq assembly accession: GCF_002263795.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002263805.2	GCF_002263805.1	Primary Assembly
## GCA_002263815.2	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
1	assembled-molecule	1	Chromosome	CM008168.2	=	NC_037328.1	Primary Assembly	158534110	chr1
Leftover_ScbfJmS_1151	unplaced-scaffold	na	na	NKLS02000177.1	=	NW_020190261.1	Primary Assembly	32524	chrUn_NW_020190261v1
Leftover_ScbfJmS_1152	unplaced-scaffold	na	na	NKLS02000178.1	=	NW_020190262.1	Primary Assembly	23707	chrUn_NW_020190262v1
Leftover_ScbfJmS_1153	unplaced-scaffold	na	na	NKLS02000179.1	=	NW_020190263.1	Primary Assembly	24389	chrUn_NW_020190263v1
Leftover_ScbfJmS_1155	unplaced-scaffold	na	na	NKLS02000180.1	=	NW_020190264.1	Primary Assembly	24813	chrUn_NW_020190264v1
Leftover_ScbfJmS_1156	unplaced-scaffold	na	na	NKLS02000181.1	=	NW_020190265.1	Primary Assembly	3057	chrUn_NW_020190265v1
Leftover_ScbfJmS_1157_1838	unplaced-scaffold	na	na	NKLS02000182.1	=	NW_020190266.1	Primary Assembly	18171	chrUn_NW_020190266v1
Leftover_ScbfJmS_1158	unplaced-scaffold	na	na	NKLS02000183.1	=	NW_020190267.1	Primary Assembly	89778	chrUn_NW_020190267v1
Leftover_ScbfJmS_1159	unplaced-scaffold	na	na	NKLS02000184.1	=	NW_020190268.1	Primary Assembly	17019	chrUn_NW_020190268v1
Leftover_ScbfJmS_116	unplaced-scaffold	na	na	NKLS02000185.1	=	NW_020190269.1	Primary Assembly	36222	chrUn_NW_020190269v1
Leftover_ScbfJmS_1161	unplaced-scaffold	na	na	NKLS02000186.1	=	NW_020190270.1	Primary Assembly	32868	chrUn_NW_020190270v1
Leftover_ScbfJmS_1162	unplaced-scaffold	na	na	NKLS02000187.1	=	NW_020190271.1	Primary Assembly	20775	chrUn_NW_020190271v1
Leftover_ScbfJmS_1163	unplaced-scaffold	na	na	NKLS02000188.1	=	NW_020190272.1	Primary Assembly	18623	chrUn_NW_020190272v1
Leftover_ScbfJmS_1164_749	unplaced-scaffold	na	na	NKLS02000189.1	=	NW_020190273.1	Primary Assembly	11700	chrUn_NW_020190273v1
Leftover_ScbfJmS_1166	unplaced-scaffold	na	na	NKLS02000190.1	=	NW_020190274.1	Primary Assembly	12178	chrUn_NW_020190274v1
Leftover_ScbfJmS_1167	unplaced-scaffold	na	na	NKLS02000191.1	=	NW_020190275.1	Primary Assembly	42097	chrUn_NW_020190275v1
Leftover_ScbfJmS_1168	unplaced-scaffold	na	na	NKLS02000192.1	=	NW_020190276.1	Primary Assembly	31749	chrUn_NW_020190276v1
Leftover_ScbfJmS_1169	unplaced-scaffold	na	na	NKLS02000193.1	=	NW_020190277.1	Primary Assembly	20015	chrUn_NW_020190277v1
Leftover_ScbfJmS_117	unplaced-scaffold	na	na	NKLS02000194.1	=	NW_020190278.1	Primary Assembly	69109	chrUn_NW_020190278v1
Leftover_ScbfJmS_1170_874	unplaced-scaffold	na	na	NKLS02000195.1	=	NW_020190279.1	Primary Assembly	74601	chrUn_NW_020190279v1
Leftover_ScbfJmS_1171	unplaced-scaffold	na	na	NKLS02000196.1	=	NW_020190280.1	Primary Assembly	22915	chrUn_NW_020190280v1
Leftover_ScbfJmS_1174	unplaced-scaffold	na	na	NKLS02000197.1	=	NW_020190281.1	Primary Assembly	40766	chrUn_NW_020190281v1
Leftover_ScbfJmS_1176	unplaced-scaffold	na	na	NKLS02000198.1	=	NW_020190282.1	Primary Assembly	38502	chrUn_NW_020190282v1
Leftover_ScbfJmS_1177	unplaced-scaffold	na	na	NKLS02000199.1	=	NW_020190283.1	Primary Assembly	10041	chrUn_NW_020190283v1
Leftover_ScbfJmS_1178	unplaced-scaffold	na	na	NKLS02000200.1	=	NW_020190284.1	Primary Assembly	15727	chrUn_NW_020190284v1
Leftover_ScbfJmS_1179	unplaced-scaffold	na	na	NKLS02000201.1	=	NW_020190285.1	Primary Assembly	4216	chrUn_NW_020190285v1
Leftover_ScbfJmS_118	unplaced-scaffold	na	na	NKLS02000202.1	=	NW_020190286.1	Primary Assembly	16757	chrUn_NW_020190286v1
Leftover_ScbfJmS_1180	unplaced-scaffold	na	na	NKLS02000203.1	=	NW_020190287.1	Primary Assembly	40019	chrUn_NW_020190287v1
Leftover_ScbfJmS_1181	unplaced-scaffold	na	na	NKLS02000204.1	=	NW_020190288.1	Primary Assembly	5406	chrUn_NW_020190288v1
Leftover_ScbfJmS_1182	unplaced-scaffold	na	na	NKLS02000205.1	=	NW_020190289.1	Primary Assembly	13092	chrUn_NW_020190289v1
Leftover_ScbfJmS_1183	unplaced-scaffold	na	na	NKLS02000206.1	=	NW_020190290.1	Primary Assembly	25386	chrUn_NW_020190290v1
Leftover_ScbfJmS_1184	unplaced-scaffold	na	na	NKLS02000207.1	=	NW_020190291.1	Primary Assembly	16720	chrUn_NW_020190291v1
Leftover_ScbfJmS_1185	unplaced-scaffold	na	na	NKLS02000208.1	=	NW_020190292.1	Primary Assembly	14421	chrUn_NW_020190292v1
Leftover_ScbfJmS_1186	unplaced-scaffold	na	na	NKLS02000209.1	=	NW_020190293.1	Primary Assembly	17978	chrUn_NW_020190293v1
Leftover_ScbfJmS_1187	unplaced-scaffold	na	na	NKLS02000210.1	=	NW_020190294.1	Primary Assembly	27032	chrUn_NW_020190294v1
Leftover_ScbfJmS_1188	unplaced-scaffold	na	na	NKLS02000211.1	=	NW_020190295.1	Primary Assembly	17273	chrUn_NW_020190295v1
Leftover_ScbfJmS_1189	unplaced-scaffold	na	na	NKLS02000212.1	=	NW_020190296.1	Primary Assembly	17958	chrUn_NW_020190296v1
Leftover_ScbfJmS_119	unplaced-scaffold	na	na	NKLS02000213.1	=	NW_020190297.1	Primary Assembly	12427	chrUn_NW_020190297v1
Leftover_ScbfJmS_1190	unplaced-scaffold	na	na	NKLS02000214.1	=	NW_020190298.1	Primary Assembly	62980	chrUn_NW_020190298v1
Leftover_ScbfJmS_1191	unplaced-scaffold	na	na	NKLS02000215.1	=	NW_020190299.1	Primary Assembly	64396	chrUn_NW_020190299v1
Leftover_ScbfJmS_1192	unplaced-scaffold	na	na	NKLS02000216.1	=	NW_020190300.1	Primary Assembly	34182	chrUn_NW_020190300v1
Leftover_ScbfJmS_1193	unplaced-scaffold	na	na	NKLS02000217.1	=	NW_020190301.1	Primary Assembly	15410	chrUn_NW_020190301v1
Leftover_ScbfJmS_1194	unplaced-scaffold	na	na	NKLS02000218.1	=	NW_020190302.1	Primary Assembly	14559	chrUn_NW_020190302v1
Leftover_ScbfJmS_1195	unplaced-scaffold	na	na	NKLS02000219.1	=	NW_020190303.1	Primary Assembly	14670	chrUn_NW_020190303v1
Leftover_ScbfJmS_1196	unplaced-scaffold	na	na	NKLS02000220.1	=	NW_020190304.1	Primary Assembly	51720	chrUn_NW_020190304v1
Leftover_ScbfJmS_1197	unplaced-scaffold	na	na	NKLS02000221.1	=	NW_020190305.1	Primary Assembly	18901	chrUn_NW_020190305v1
Leftover_ScbfJmS_1198	unplaced-scaffold	na	na	NKLS02000222.1	=	NW_020190306.1	Primary Assembly	12864	chrUn_NW_020190306v1
Leftover_ScbfJmS_12	unplaced-scaffold	na	na	NKLS02000223.1	=	NW_020190307.1	Primary Assembly	8249	chrUn_NW_020190307v1
Leftover_ScbfJmS_120	unplaced-scaffold	na	na	NKLS02000224.1	=	NW_020190308.1	Primary Assembly	54110	chrUn_NW_020190308v1
Leftover_ScbfJmS_1200	unplaced-scaffold	na	na	NKLS02000225.1	=	NW_020190309.1	Primary Assembly	9247	chrUn_NW_020190309v1
Leftover_ScbfJmS_1201	unplaced-scaffold	na	na	NKLS02000226.1	=	NW_020190310.1	Primary Assembly	16494	chrUn_NW_020190310v1
Leftover_ScbfJmS_1202	unplaced-scaffold	na	na	NKLS02000227.1	=	NW_020190311.1	Primary Assembly	15192	chrUn_NW_020190311v1
Leftover_ScbfJmS_1203	unplaced-scaffold	na	na	NKLS02000228.1	=	NW_020190312.1	Primary Assembly	26132	chrUn_NW_020190312v1
Leftover_ScbfJmS_1204	unplaced-scaffold	na	na	NKLS02000229.1	=	NW_020190313.1	Primary Assembly	73353	chrUn_NW_020190313v1
Leftover_ScbfJmS_1205	unplaced-scaffold	na	na	NKLS02000230.1	=	NW_020190314.1	Primary Assembly	28119	chrUn_NW_020190314v1
Leftover_ScbfJmS_1207	unplaced-scaffold	na	na	NKLS02000231.1	=	NW_020190315.1	Primary Assembly	38195	chrUn_NW_020190315v1
Leftover_ScbfJmS_1208	unplaced-scaffold	na	na	NKLS02000232.1	=	NW_020190316.1	Primary Assembly	105282	chrUn_NW_020190316v1
Leftover_ScbfJmS_1209	unplaced-scaffold	na	na	NKLS02000233.1	=	NW_020190317.1	Primary Assembly	10560	chrUn_NW_020190317v1
Leftover_ScbfJmS_121	unplaced-scaffold	na	na	NKLS02000234.1	=	NW_020190318.1	Primary Assembly	47113	chrUn_NW_020190318v1
Leftover_ScbfJmS_1210	unplaced-scaffold	na	na	NKLS02000235.1	=	NW_020190319.1	Primary Assembly	8649	chrUn_NW_020190319v1
Leftover_ScbfJmS_1211	unplaced-scaffold	na	na	NKLS02000236.1	=	NW_020190320.1	Primary Assembly	5778	chrUn_NW_020190320v1
Leftover_ScbfJmS_1213	unplaced-scaffold	na	na	NKLS02000237.1	=	NW_020190321.1	Primary Assembly	8744	chrUn_NW_020190321v1
Leftover_ScbfJmS_1214	unplaced-scaffold	na	na	NKLS02000238.1	=	NW_020190322.1	Primary Assembly	5667	chrUn_NW_020190322v1
Leftover_ScbfJmS_1216_1546_2082	unplaced-scaffold	na	na	NKLS02000239.1	=	NW_020190323.1	Primary Assembly	63394	chrUn_NW_020190323v1
Leftover_ScbfJmS_1218	unplaced-scaffold	na	na	NKLS02000240.1	=	NW_020190324.1	Primary Assembly	26610	chrUn_NW_020190324v1
Leftover_ScbfJmS_1219	unplaced-scaffold	na	na	NKLS02000241.1	=	NW_020190325.1	Primary Assembly	27713	chrUn_NW_020190325v1
Leftover_ScbfJmS_1220	unplaced-scaffold	na	na	NKLS02000242.1	=	NW_020190326.1	Primary Assembly	23236	chrUn_NW_020190326v1
Leftover_ScbfJmS_1221	unplaced-scaffold	na	na	NKLS02000243.1	=	NW_020190327.1	Primary Assembly	77836	chrUn_NW_020190327v1
Leftover_ScbfJmS_1223	unplaced-scaffold	na	na	NKLS02000244.1	=	NW_020190328.1	Primary Assembly	169562	chrUn_NW_020190328v1
Leftover_ScbfJmS_1224	unplaced-scaffold	na	na	NKLS02000245.1	=	NW_020190329.1	Primary Assembly	9019	chrUn_NW_020190329v1
Leftover_ScbfJmS_1225	unplaced-scaffold	na	na	NKLS02000246.1	=	NW_020190330.1	Primary Assembly	19671	chrUn_NW_020190330v1
Leftover_ScbfJmS_1226	unplaced-scaffold	na	na	NKLS02000247.1	=	NW_020190331.1	Primary Assembly	10365	chrUn_NW_020190331v1
Leftover_ScbfJmS_1227	unplaced-scaffold	na	na	NKLS02000248.1	=	NW_020190332.1	Primary Assembly	10798	chrUn_NW_020190332v1
Leftover_ScbfJmS_1228	unplaced-scaffold	na	na	NKLS02000249.1	=	NW_020190333.1	Primary Assembly	20529	chrUn_NW_020190333v1
Leftover_ScbfJmS_1229	unplaced-scaffold	na	na	NKLS02000250.1	=	NW_020190334.1	Primary Assembly	6334	chrUn_NW_020190334v1
Leftover_ScbfJmS_123	unplaced-scaffold	na	na	NKLS02000251.1	=	NW_020190335.1	Primary Assembly	12168	chrUn_NW_020190335v1
Leftover_ScbfJmS_1230	unplaced-scaffold	na	na	NKLS02000252.1	=	NW_020190336.1	Primary Assembly	19015	chrUn_NW_020190336v1
Leftover_ScbfJmS_1231	unplaced-scaffold	na	na	NKLS02000253.1	=	NW_020190337.1	Primary Assembly	43396	chrUn_NW_020190337v1
Leftover_ScbfJmS_1232	unplaced-scaffold	na	na	NKLS02000254.1	=	NW_020190338.1	Primary Assembly	11160	chrUn_NW_020190338v1
Leftover_ScbfJmS_1233	unplaced-scaffold	na	na	NKLS02000255.1	=	NW_020190339.1	Primary Assembly	41585	chrUn_NW_020190339v1
Leftover_ScbfJmS_1234	unplaced-scaffold	na	na	NKLS02000256.1	=	NW_020190340.1	Primary Assembly	15587	chrUn_NW_020190340v1
Leftover_ScbfJmS_1235	unplaced-scaffold	na	na	NKLS02000257.1	=	NW_020190341.1	Primary Assembly	36294	chrUn_NW_020190341v1
Leftover_ScbfJmS_1236	unplaced-scaffold	na	na	NKLS02000258.1	=	NW_020190342.1	Primary Assembly	20561	chrUn_NW_020190342v1
Leftover_ScbfJmS_1237	unplaced-scaffold	na	na	NKLS02000259.1	=	NW_020190343.1	Primary Assembly	10089	chrUn_NW_020190343v1
Leftover_ScbfJmS_1239	unplaced-scaffold	na	na	NKLS02000260.1	=	NW_020190344.1	Primary Assembly	4843	chrUn_NW_020190344v1
Leftover_ScbfJmS_1240	unplaced-scaffold	na	na	NKLS02000261.1	=	NW_020190345.1	Primary Assembly	50702	chrUn_NW_020190345v1
Leftover_ScbfJmS_1241	unplaced-scaffold	na	na	NKLS02000262.1	=	NW_020190346.1	Primary Assembly	46716	chrUn_NW_020190346v1
Leftover_ScbfJmS_1242	unplaced-scaffold	na	na	NKLS02000263.1	=	NW_020190347.1	Primary Assembly	53682	chrUn_NW_020190347v1
Leftover_ScbfJmS_1244	unplaced-scaffold	na	na	NKLS02000264.1	=	NW_020190348.1	Primary Assembly	11424	chrUn_NW_020190348v1
Leftover_ScbfJmS_1245	unplaced-scaffold	na	na	NKLS02000265.1	=	NW_020190349.1	Primary Assembly	14941	chrUn_NW_020190349v1
Leftover_ScbfJmS_1246	unplaced-scaffold	na	na	NKLS02000266.1	=	NW_020190350.1	Primary Assembly	45431	chrUn_NW_020190350v1
Leftover_ScbfJmS_1247	unplaced-scaffold	na	na	NKLS02000267.1	=	NW_020190351.1	Primary Assembly	27988	chrUn_NW_020190351v1
Leftover_ScbfJmS_1248	unplaced-scaffold	na	na	NKLS02000268.1	=	NW_020190352.1	Primary Assembly	31554	chrUn_NW_020190352v1
Leftover_ScbfJmS_1249	unplaced-scaffold	na	na	NKLS02000269.1	=	NW_020190353.1	Primary Assembly	30511	chrUn_NW_020190353v1
Leftover_ScbfJmS_125	unplaced-scaffold	na	na	NKLS02000270.1	=	NW_020190354.1	Primary Assembly	13626	chrUn_NW_020190354v1
Leftover_ScbfJmS_1251	unplaced-scaffold	na	na	NKLS02000271.1	=	NW_020190355.1	Primary Assembly	31169	chrUn_NW_020190355v1
Leftover_ScbfJmS_1253	unplaced-scaffold	na	na	NKLS02000272.1	=	NW_020190356.1	Primary Assembly	20682	chrUn_NW_020190356v1
Leftover_ScbfJmS_1254	unplaced-scaffold	na	na	NKLS02000273.1	=	NW_020190357.1	Primary Assembly	16412	chrUn_NW_020190357v1
Leftover_ScbfJmS_1255_2270	unplaced-scaffold	na	na	NKLS02000274.1	=	NW_020190358.1	Primary Assembly	25933	chrUn_NW_020190358v1
Leftover_ScbfJmS_1256	unplaced-scaffold	na	na	NKLS02000275.1	=	NW_020190359.1	Primary Assembly	26969	chrUn_NW_020190359v1
Leftover_ScbfJmS_1257	unplaced-scaffold	na	na	NKLS02000276.1	=	NW_020190360.1	Primary Assembly	128359	chrUn_NW_020190360v1
Leftover_ScbfJmS_1258	unplaced-scaffold	na	na	NKLS02000277.1	=	NW_020190361.1	Primary Assembly	46539	chrUn_NW_020190361v1
Leftover_ScbfJmS_1259	unplaced-scaffold	na	na	NKLS02000278.1	=	NW_020190362.1	Primary Assembly	78020	chrUn_NW_020190362v1
Leftover_ScbfJmS_126	unplaced-scaffold	na	na	NKLS02000279.1	=	NW_020190363.1	Primary Assembly	14409	chrUn_NW_020190363v1
Leftover_ScbfJmS_1260	unplaced-scaffold	na	na	NKLS02000280.1	=	NW_020190364.1	Primary Assembly	38056	chrUn_NW_020190364v1
Leftover_ScbfJmS_1261	unplaced-scaffold	na	na	NKLS02000281.1	=	NW_020190365.1	Primary Assembly	17065	chrUn_NW_020190365v1
Leftover_ScbfJmS_1262	unplaced-scaffold	na	na	NKLS02000282.1	=	NW_020190366.1	Primary Assembly	16126	chrUn_NW_020190366v1
Leftover_ScbfJmS_1263	unplaced-scaffold	na	na	NKLS02000283.1	=	NW_020190367.1	Primary Assembly	14379	chrUn_NW_020190367v1
Leftover_ScbfJmS_1264	unplaced-scaffold	na	na	NKLS02000284.1	=	NW_020190368.1	Primary Assembly	27142	chrUn_NW_020190368v1
Leftover_ScbfJmS_1265	unplaced-scaffold	na	na	NKLS02000285.1	=	NW_020190369.1	Primary Assembly	39764	chrUn_NW_020190369v1
Leftover_ScbfJmS_1266	unplaced-scaffold	na	na	NKLS02000286.1	=	NW_020190370.1	Primary Assembly	11628	chrUn_NW_020190370v1
Leftover_ScbfJmS_1267	unplaced-scaffold	na	na	NKLS02000287.1	=	NW_020190371.1	Primary Assembly	30560	chrUn_NW_020190371v1
Leftover_ScbfJmS_1268	unplaced-scaffold	na	na	NKLS02000288.1	=	NW_020190372.1	Primary Assembly	18843	chrUn_NW_020190372v1
Leftover_ScbfJmS_1269	unplaced-scaffold	na	na	NKLS02000289.1	=	NW_020190373.1	Primary Assembly	37139	chrUn_NW_020190373v1
Leftover_ScbfJmS_127	unplaced-scaffold	na	na	NKLS02000290.1	=	NW_020190374.1	Primary Assembly	53339	chrUn_NW_020190374v1
Leftover_ScbfJmS_1270	unplaced-scaffold	na	na	NKLS02000291.1	=	NW_020190375.1	Primary Assembly	42316	chrUn_NW_020190375v1
Leftover_ScbfJmS_1271_1547	unplaced-scaffold	na	na	NKLS02000292.1	=	NW_020190376.1	Primary Assembly	28930	chrUn_NW_020190376v1
Leftover_ScbfJmS_1272	unplaced-scaffold	na	na	NKLS02000293.1	=	NW_020190377.1	Primary Assembly	8965	chrUn_NW_020190377v1
Leftover_ScbfJmS_1273	unplaced-scaffold	na	na	NKLS02000294.1	=	NW_020190378.1	Primary Assembly	9613	chrUn_NW_020190378v1
Leftover_ScbfJmS_1274	unplaced-scaffold	na	na	NKLS02000295.1	=	NW_020190379.1	Primary Assembly	175396	chrUn_NW_020190379v1
Leftover_ScbfJmS_1275	unplaced-scaffold	na	na	NKLS02000296.1	=	NW_020190380.1	Primary Assembly	18013	chrUn_NW_020190380v1
Leftover_ScbfJmS_1276	unplaced-scaffold	na	na	NKLS02000297.1	=	NW_020190381.1	Primary Assembly	26967	chrUn_NW_020190381v1
Leftover_ScbfJmS_1278	unplaced-scaffold	na	na	NKLS02000298.1	=	NW_020190382.1	Primary Assembly	40835	chrUn_NW_020190382v1
Leftover_ScbfJmS_1279	unplaced-scaffold	na	na	NKLS02000299.1	=	NW_020190383.1	Primary Assembly	22917	chrUn_NW_020190383v1
Leftover_ScbfJmS_128	unplaced-scaffold	na	na	NKLS02000300.1	=	NW_020190384.1	Primary Assembly	11388	chrUn_NW_020190384v1
Leftover_ScbfJmS_1280	unplaced-scaffold	na	na	NKLS02000301.1	=	NW_020190385.1	Primary Assembly	11903	chrUn_NW_020190385v1
Leftover_ScbfJmS_1281	unplaced-scaffold	na	na	NKLS02000302.1	=	NW_020190386.1	Primary Assembly	15741	chrUn_NW_020190386v1
Leftover_ScbfJmS_1282	unplaced-scaffold	na	na	NKLS02000303.1	=	NW_020190387.1	Primary Assembly	12571	chrUn_NW_020190387v1
Leftover_ScbfJmS_1284	unplaced-scaffold	na	na	NKLS02000304.1	=	NW_020190388.1	Primary Assembly	15658	chrUn_NW_020190388v1
Leftover_ScbfJmS_1285	unplaced-scaffold	na	na	NKLS02000305.1	=	NW_020190389.1	Primary Assembly	161376	chrUn_NW_020190389v1
Leftover_ScbfJmS_1286	unplaced-scaffold	na	na	NKLS02000306.1	=	NW_020190390.1	Primary Assembly	32508	chrUn_NW_020190390v1
Leftover_ScbfJmS_1287	unplaced-scaffold	na	na	NKLS02000307.1	=	NW_020190391.1	Primary Assembly	19897	chrUn_NW_020190391v1
Leftover_ScbfJmS_1289	unplaced-scaffold	na	na	NKLS02000308.1	=	NW_020190392.1	Primary Assembly	15223	chrUn_NW_020190392v1
Leftover_ScbfJmS_1290	unplaced-scaffold	na	na	NKLS02000309.1	=	NW_020190393.1	Primary Assembly	39829	chrUn_NW_020190393v1
Leftover_ScbfJmS_1291	unplaced-scaffold	na	na	NKLS02000310.1	=	NW_020190394.1	Primary Assembly	68875	chrUn_NW_020190394v1
Leftover_ScbfJmS_1292	unplaced-scaffold	na	na	NKLS02000311.1	=	NW_020190395.1	Primary Assembly	9476	chrUn_NW_020190395v1
Leftover_ScbfJmS_1293	unplaced-scaffold	na	na	NKLS02000312.1	=	NW_020190396.1	Primary Assembly	35120	chrUn_NW_020190396v1
Leftover_ScbfJmS_1294	unplaced-scaffold	na	na	NKLS02000313.1	=	NW_020190397.1	Primary Assembly	27573	chrUn_NW_020190397v1
Leftover_ScbfJmS_1295	unplaced-scaffold	na	na	NKLS02000314.1	=	NW_020190398.1	Primary Assembly	22537	chrUn_NW_020190398v1
Leftover_ScbfJmS_1296	unplaced-scaffold	na	na	NKLS02000315.1	=	NW_020190399.1	Primary Assembly	12105	chrUn_NW_020190399v1
Leftover_ScbfJmS_1297	unplaced-scaffold	na	na	NKLS02000316.1	=	NW_020190400.1	Primary Assembly	19607	chrUn_NW_020190400v1
Leftover_ScbfJmS_1298	unplaced-scaffold	na	na	NKLS02000317.1	=	NW_020190401.1	Primary Assembly	27630	chrUn_NW_020190401v1
Leftover_ScbfJmS_1299	unplaced-scaffold	na	na	NKLS02000318.1	=	NW_020190402.1	Primary Assembly	11397	chrUn_NW_020190402v1
Leftover_ScbfJmS_13	unplaced-scaffold	na	na	NKLS02000319.1	=	NW_020190403.1	Primary Assembly	31536	chrUn_NW_020190403v1
Leftover_ScbfJmS_130	unplaced-scaffold	na	na	NKLS02000320.1	=	NW_020190404.1	Primary Assembly	5569	chrUn_NW_020190404v1
Leftover_ScbfJmS_1300	unplaced-scaffold	na	na	NKLS02000321.1	=	NW_020190405.1	Primary Assembly	18569	chrUn_NW_020190405v1
Leftover_ScbfJmS_1301	unplaced-scaffold	na	na	NKLS02000322.1	=	NW_020190406.1	Primary Assembly	5368	chrUn_NW_020190406v1
Leftover_ScbfJmS_1302	unplaced-scaffold	na	na	NKLS02000323.1	=	NW_020190407.1	Primary Assembly	34369	chrUn_NW_020190407v1
Leftover_ScbfJmS_1303	unplaced-scaffold	na	na	NKLS02000324.1	=	NW_020190408.1	Primary Assembly	3357	chrUn_NW_020190408v1
Leftover_ScbfJmS_1304	unplaced-scaffold	na	na	NKLS02000325.1	=	NW_020190409.1	Primary Assembly	23160	chrUn_NW_020190409v1
Leftover_ScbfJmS_1305	unplaced-scaffold	na	na	NKLS02000326.1	=	NW_020190410.1	Primary Assembly	6662	chrUn_NW_020190410v1
Leftover_ScbfJmS_1306	unplaced-scaffold	na	na	NKLS02000327.1	=	NW_020190411.1	Primary Assembly	18945	chrUn_NW_020190411v1
Leftover_ScbfJmS_1307	unplaced-scaffold	na	na	NKLS02000328.1	=	NW_020190412.1	Primary Assembly	55007	chrUn_NW_020190412v1
Leftover_ScbfJmS_1308	unplaced-scaffold	na	na	NKLS02000329.1	=	NW_020190413.1	Primary Assembly	4530	chrUn_NW_020190413v1
Leftover_ScbfJmS_1309	unplaced-scaffold	na	na	NKLS02000330.1	=	NW_020190414.1	Primary Assembly	6285	chrUn_NW_020190414v1
Leftover_ScbfJmS_131	unplaced-scaffold	na	na	NKLS02000331.1	=	NW_020190415.1	Primary Assembly	24935	chrUn_NW_020190415v1
Leftover_ScbfJmS_1310	unplaced-scaffold	na	na	NKLS02000332.1	=	NW_020190416.1	Primary Assembly	30662	chrUn_NW_020190416v1
Leftover_ScbfJmS_1311	unplaced-scaffold	na	na	NKLS02000333.1	=	NW_020190417.1	Primary Assembly	75337	chrUn_NW_020190417v1
Leftover_ScbfJmS_1312	unplaced-scaffold	na	na	NKLS02000334.1	=	NW_020190418.1	Primary Assembly	170077	chrUn_NW_020190418v1
Leftover_ScbfJmS_1313	unplaced-scaffold	na	na	NKLS02000335.1	=	NW_020190419.1	Primary Assembly	9973	chrUn_NW_020190419v1
Leftover_ScbfJmS_1315	unplaced-scaffold	na	na	NKLS02000336.1	=	NW_020190420.1	Primary Assembly	28649	chrUn_NW_020190420v1
Leftover_ScbfJmS_1316	unplaced-scaffold	na	na	NKLS02000337.1	=	NW_020190421.1	Primary Assembly	94519	chrUn_NW_020190421v1
Leftover_ScbfJmS_1317	unplaced-scaffold	na	na	NKLS02000338.1	=	NW_020190422.1	Primary Assembly	32912	chrUn_NW_020190422v1
Leftover_ScbfJmS_1319	unplaced-scaffold	na	na	NKLS02000339.1	=	NW_020190423.1	Primary Assembly	5810	chrUn_NW_020190423v1
Leftover_ScbfJmS_132	unplaced-scaffold	na	na	NKLS02000340.1	=	NW_020190424.1	Primary Assembly	7624	chrUn_NW_020190424v1
Leftover_ScbfJmS_1321_301	unplaced-scaffold	na	na	NKLS02000341.1	=	NW_020190425.1	Primary Assembly	29745	chrUn_NW_020190425v1
Leftover_ScbfJmS_1322	unplaced-scaffold	na	na	NKLS02000342.1	=	NW_020190426.1	Primary Assembly	11592	chrUn_NW_020190426v1
Leftover_ScbfJmS_1323	unplaced-scaffold	na	na	NKLS02000343.1	=	NW_020190427.1	Primary Assembly	18962	chrUn_NW_020190427v1
Leftover_ScbfJmS_1324	unplaced-scaffold	na	na	NKLS02000344.1	=	NW_020190428.1	Primary Assembly	909283	chrUn_NW_020190428v1
Leftover_ScbfJmS_1325	unplaced-scaffold	na	na	NKLS02000345.1	=	NW_020190429.1	Primary Assembly	97435	chrUn_NW_020190429v1
Leftover_ScbfJmS_1326	unplaced-scaffold	na	na	NKLS02000346.1	=	NW_020190430.1	Primary Assembly	15054	chrUn_NW_020190430v1
Leftover_ScbfJmS_1327	unplaced-scaffold	na	na	NKLS02000347.1	=	NW_020190431.1	Primary Assembly	45727	chrUn_NW_020190431v1
Leftover_ScbfJmS_1329	unplaced-scaffold	na	na	NKLS02000348.1	=	NW_020190432.1	Primary Assembly	45006	chrUn_NW_020190432v1
Leftover_ScbfJmS_133	unplaced-scaffold	na	na	NKLS02000349.1	=	NW_020190433.1	Primary Assembly	19220	chrUn_NW_020190433v1
Leftover_ScbfJmS_1330	unplaced-scaffold	na	na	NKLS02000350.1	=	NW_020190434.1	Primary Assembly	191476	chrUn_NW_020190434v1
Leftover_ScbfJmS_1331	unplaced-scaffold	na	na	NKLS02000351.1	=	NW_020190435.1	Primary Assembly	44688	chrUn_NW_020190435v1
